codigo_ibge,uf,municipio,horas,minutos
5003801,MS,FÁTIMA DO SUL,11,26
5004007,MS,GLÓRIA DE DOURADOS,11,26
5004106,MS,GUIA LOPES DA LAGUNA,11,26
5004304,MS,IGUATEMI,11,26
5004403,MS,INOCÊNCIA,11,27
5004502,MS,ITAPORÃ,11,26
5004601,MS,ITAQUIRAÍ,11,26
5004700,MS,IVINHEMA,11,26
5004809,MS,JAPORÃ,11,26
5004908,MS,JARAGUARI,11,27
5005004,MS,JARDIM,11,26
5005103,MS,JATEÍ,11,26
5005152,MS,JUTI,11,26
5005202,MS,LADÁRIO,11,27
5005251,MS,LAGUNA CARAPÃ,11,26
5005400,MS,MARACAJU,11,26
5005608,MS,MIRANDA,11,27
5005681,MS,MUNDO NOVO,11,26
5005707,MS,NAVIRAÍ,11,26
5005806,MS,NIOAQUE,11,26
5006002,MS,NOVA ALVORADA DO SUL,11,26
5006200,MS,NOVA ANDRADINA,11,26
5006259,MS,NOVO HORIZONTE DO SUL,11,26
5006309,MS,PARANAÍBA,11,27
5006358,MS,PARANHOS,11,26
5006275,MS,PARAÍSO DAS ÁGUAS,11,27
5006408,MS,PEDRO GOMES,11,27
5006606,MS,PONTA PORÃ,11,26
5006903,MS,PORTO MURTINHO,11,26
5007109,MS,RIBAS DO RIO PARDO,11,27
5007208,MS,RIO BRILHANTE,11,26
5007307,MS,RIO NEGRO,11,27
5007406,MS,RIO VERDE DE MATO GROSSO,11,27
5007505,MS,ROCHEDO,11,27
5007554,MS,SANTA RITA DO PARDO,11,26
5007802,MS,SELVÍRIA,11,27
5007703,MS,SETE QUEDAS,11,26
5007901,MS,SIDROLÂNDIA,11,26
5007935,MS,SONORA,11,27
5007695,MS,SÃO GABRIEL DO OESTE,11,27
5007950,MS,TACURU,11,26
5007976,MS,TAQUARUSSU,11,26
5008008,MS,TERENOS,11,27
5008305,MS,TRÊS LAGOAS,11,27
5008404,MS,VICENTINA,11,26
5000203,MS,ÁGUA CLARA,11,27
5100102,MT,ACORIZAL,11,28
5100250,MT,ALTA FLORESTA,11,28
5100300,MT,ALTO ARAGUAIA,11,27
5100359,MT,ALTO BOA VISTA,11,28
5100409,MT,ALTO GARÇAS,11,27
5100508,MT,ALTO PARAGUAI,11,28
5100607,MT,ALTO TAQUARI,11,27
5100805,MT,APIACÁS,11,28
5101001,MT,ARAGUAIANA,11,28
5101209,MT,ARAGUAINHA,11,27
5101258,MT,ARAPUTANGA,11,28
5101308,MT,ARENÁPOLIS,11,28
5101407,MT,ARIPUANÃ,11,28
5101704,MT,BARRA DO BUGRES,11,28
5101803,MT,BARRA DO GARÇAS,11,28
5101605,MT,BARÃO DE MELGAÇO,11,27
5101852,MT,BOM JESUS DO ARAGUAIA,11,28
5101902,MT,BRASNORTE,11,28
5102603,MT,CAMPINÁPOLIS,11,28
5102637,MT,CAMPO NOVO DO PARECIS,11,28
5102678,MT,CAMPO VERDE,11,28
5102686,MT,CAMPOS DE JÚLIO,11,28
5102694,MT,CANABRAVA DO NORTE,11,28
5102702,MT,CANARANA,11,28
5102793,MT,CARLINDA,11,28
5102850,MT,CASTANHEIRA,11,28
5103007,MT,CHAPADA DOS GUIMARÃES,11,28
5103056,MT,CLÁUDIA,11,28
5103106,MT,COCALINHO,11,28
5103254,MT,COLNIZA,11,28
5103205,MT,COLÍDER,11,28
5103304,MT,COMODORO,11,28
5103353,MT,CONFRESA,11,28
5103361,MT,CONQUISTA D'OESTE,11,28
5103379,MT,COTRIGUAÇU,11,28
5103403,MT,CUIABÁ,11,28
5103437,MT,CURVELÂNDIA,11,28
5102504,MT,CÁCERES,11,27
5103452,MT,DENISE,11,28
5103502,MT,DIAMANTINO,11,28
5103601,MT,DOM AQUINO,11,28
5103700,MT,FELIZ NATAL,11,28
5103809,MT,FIGUEIRÓPOLIS D'OESTE,11,28
5103858,MT,GAÚCHA DO NORTE,11,28
5103908,MT,GENERAL CARNEIRO,11,28
5103957,MT,GLÓRIA D'OESTE,11,28
5104104,MT,GUARANTÃ DO NORTE,11,28
5104203,MT,GUIRATINGA,11,27
5104500,MT,INDIAVAÍ,11,28
5104526,MT,IPIRANGA DO NORTE,11,28
5104542,MT,ITANHANGÁ,11,28
5104559,MT,ITAÚBA,11,28
5104609,MT,ITIQUIRA,11,27
5104807,MT,JACIARA,11,27
5104906,MT,JANGADA,11,28
5105002,MT,JAURU,11,28
5105101,MT,JUARA,11,28
5105176,MT,JURUENA,11,28
5105200,MT,JUSCIMEIRA,11,27
5105150,MT,JUÍNA,11,28
5105234,MT,LAMBARI D'OESTE,11,28
5105259,MT,LUCAS DO RIO VERDE,11,28
5105309,MT,LUCIARA,11,28
5105580,MT,MARCELÂNDIA,11,28
5105606,MT,MATUPÁ,11,28
5105622,MT,MIRASSOL D'OESTE,11,28
5105903,MT,NOBRES,11,28
5106000,MT,NORTELÂNDIA,11,28
5106109,MT,NOSSA SENHORA DO LIVRAMENTO,11,28
5106158,MT,NOVA BANDEIRANTES,11,28
5106208,MT,NOVA BRASILÂNDIA,11,28
5106216,MT,NOVA CANAÃ DO NORTE,11,28
5108808,MT,NOVA GUARITA,11,28
5106182,MT,NOVA LACERDA,11,28
5108857,MT,NOVA MARILÂNDIA,11,28
5108907,MT,NOVA MARINGÁ,11,28
5108956,MT,NOVA MONTE VERDE,11,28
5106224,MT,NOVA MUTUM,11,28
5106174,MT,NOVA NAZARÉ,11,28
5106232,MT,NOVA OLÍMPIA,11,28
5106190,MT,NOVA SANTA HELENA,11,28
5106240,MT,NOVA UBIRATÃ,11,28
5106257,MT,NOVA XAVANTINA,11,28
5106273,MT,NOVO HORIZONTE DO NORTE,11,28
5106265,MT,NOVO MUNDO,11,28
5106315,MT,NOVO SANTO ANTÔNIO,11,28
5106281,MT,NOVO SÃO JOAQUIM,11,28
5106307,MT,PARANATINGA,11,28
5106299,MT,PARANAÍTA,11,28
5106372,MT,PEDRA PRETA,11,27
5106422,MT,PEIXOTO DE AZEVEDO,11,28
5106455,MT,PLANALTO DA SERRA,11,28
5106505,MT,POCONÉ,11,27
5106653,MT,PONTAL DO ARAGUAIA,11,28
5106703,MT,PONTE BRANCA,11,27
5106752,MT,PONTES E LACERDA,11,28
5106778,MT,PORTO ALEGRE DO NORTE,11,28
5106802,MT,PORTO DOS GAÚCHOS,11,28
5106828,MT,PORTO ESPERIDIÃO,11,28
5106851,MT,PORTO ESTRELA,11,28
5107008,MT,POXORÉO,11,28
5107040,MT,PRIMAVERA DO LESTE,11,28
5107065,MT,QUERÊNCIA,11,28
5107156,MT,RESERVA DO CABAÇAL,11,28
5107180,MT,RIBEIRÃO CASCALHEIRA,11,28
5107198,MT,RIBEIRÃOZINHO,11,27
5107206,MT,RIO BRANCO,11,28
5107578,MT,RONDOLÂNDIA,11,28
5107602,MT,RONDONÓPOLIS,11,27
5107701,MT,ROSÁRIO OESTE,11,28
5107750,MT,SALTO DO CÉU,11,28
5107248,MT,SANTA CARMEM,11,28
5107743,MT,SANTA CRUZ DO XINGU,11,28
5107768,MT,SANTA RITA DO TRIVELATO,11,28
5107776,MT,SANTA TEREZINHA,11,28
5107263,MT,SANTO AFONSO,11,28
5107792,MT,SANTO ANTÔNIO DO LESTE,11,28
5107800,MT,SANTO ANTÔNIO DO LEVERGER,11,28
5107875,MT,SAPEZAL,11,28
5107883,MT,SERRA NOVA DOURADA,11,28
5107909,MT,SINOP,11,28
5107925,MT,SORRISO,11,28
5107859,MT,SÃO FÉLIX DO ARAGUAIA,11,28
5107297,MT,SÃO JOSÉ DO POVO,11,27
5107305,MT,SÃO JOSÉ DO RIO CLARO,11,28
5107354,MT,SÃO JOSÉ DO XINGU,11,28
5107107,MT,SÃO JOSÉ DOS QUATRO MARCOS,11,28
5107404,MT,SÃO PEDRO DA CIPA,11,27
5107941,MT,TABAPORÃ,11,28
5107958,MT,TANGARÁ DA SERRA,11,28
5108006,MT,TAPURAH,11,28
5108055,MT,TERRA NOVA DO NORTE,11,28
5108105,MT,TESOURO,11,27
5108204,MT,TORIXORÉU,11,27
5108303,MT,UNIÃO DO SUL,11,28
5108352,MT,VALE DE SÃO DOMINGOS,11,28
5108501,MT,VERA,11,28
5105507,MT,VILA BELA DA SANTÍSSIMA TRINDADE,11,28
5108600,MT,VILA RICA,11,28
5108402,MT,VÁRZEA GRANDE,11,28
5100201,MT,ÁGUA BOA,11,28
1500107,PA,ABAETETUBA,11,29
1500131,PA,ABEL FIGUEIREDO,11,29
1500206,PA,ACARÁ,11,29
1500305,PA,AFUÁ,11,29
1500404,PA,ALENQUER,11,29
1500503,PA,ALMEIRIM,11,29
1500602,PA,ALTAMIRA,11,29
1500701,PA,ANAJÁS,11,29
1500800,PA,ANANINDEUA,11,29
1500859,PA,ANAPU,11,29
1500909,PA,AUGUSTO CORRÊA,11,29
1500958,PA,AURORA DO PARÁ,11,29
1501006,PA,AVEIRO,11,29
1501105,PA,BAGRE,11,29
1501204,PA,BAIÃO,11,29
1501253,PA,BANNACH,11,29
1501303,PA,BARCARENA,11,29
1501451,PA,BELTERRA,11,29
1501402,PA,BELÉM,11,29
1501501,PA,BENEVIDES,11,29
1501576,PA,BOM JESUS DO TOCANTINS,11,29
1501600,PA,BONITO,11,29
1501709,PA,BRAGANÇA,11,29
1501725,PA,BRASIL NOVO,11,29
1501758,PA,BREJO GRANDE DO ARAGUAIA,11,29
1501782,PA,BREU BRANCO,11,29
1501808,PA,BREVES,11,29
1501907,PA,BUJARU,11,29
1502004,PA,CACHOEIRA DO ARARI,11,29
1501956,PA,CACHOEIRA DO PIRIÁ,11,29
1502103,PA,CAMETÁ,11,29
1502152,PA,CANAÃ DOS CARAJÁS,11,29
1502202,PA,CAPANEMA,11,29
1502301,PA,CAPITÃO POÇO,11,29
1502400,PA,CASTANHAL,11,29
1502509,PA,CHAVES,11,29
1502608,PA,COLARES,11,29
1502707,PA,CONCEIÇÃO DO ARAGUAIA,11,29
1502756,PA,CONCÓRDIA DO PARÁ,11,29
1502764,PA,CUMARU DO NORTE,11,29
1502772,PA,CURIONÓPOLIS,11,29
1502806,PA,CURRALINHO,11,29
1502855,PA,CURUÁ,11,29
1502905,PA,CURUÇÁ,11,29
1502939,PA,DOM ELISEU,11,29
1502954,PA,ELDORADO DOS CARAJÁS,11,29
1503002,PA,FARO,11,29
1503044,PA,FLORESTA DO ARAGUAIA,11,29
1503077,PA,GARRAFÃO DO NORTE,11,29
1503093,PA,GOIANÉSIA DO PARÁ,11,29
1503101,PA,GURUPÁ,11,29
1503200,PA,IGARAPÉ-AÇU,11,29
1503309,PA,IGARAPÉ-MIRI,11,29
1503408,PA,INHANGAPI,11,29
1503457,PA,IPIXUNA DO PARÁ,11,29
1503507,PA,IRITUIA,11,29
1503606,PA,ITAITUBA,11,29
1503705,PA,ITUPIRANGA,11,29
1503754,PA,JACAREACANGA,11,29
1503804,PA,JACUNDÁ,11,29
1503903,PA,JURUTI,11,29
1504000,PA,LIMOEIRO DO AJURU,11,29
1504109,PA,MAGALHÃES BARATA,11,29
1504208,PA,MARABÁ,11,29
1504307,PA,MARACANÃ,11,29
1504406,PA,MARAPANIM,11,29
1504422,PA,MARITUBA,11,29
1504455,PA,MEDICILÂNDIA,11,29
1504505,PA,MELGAÇO,11,29
1504604,PA,MOCAJUBA,11,29
1504703,PA,MOJU,11,29
1504802,PA,MONTE ALEGRE,11,29
1504901,PA,MUANÁ,11,29
1504752,PA,MUJUÍ DOS CAMPOS,11,29
1504059,PA,MÃE DO RIO,11,29
1504950,PA,NOVA ESPERANÇA DO PIRIÁ,11,29
1504976,PA,NOVA IPIXUNA,11,29
1505007,PA,NOVA TIMBOTEUA,11,29
1505031,PA,NOVO PROGRESSO,11,29
1505064,PA,NOVO REPARTIMENTO,11,29
1505205,PA,OEIRAS DO PARÁ,11,29
1505304,PA,ORIXIMINÁ,11,29
1505437,PA,OURILÂNDIA DO NORTE,11,29
1505403,PA,OURÉM,11,29
1505486,PA,PACAJÁ,11,29
1505494,PA,PALESTINA DO PARÁ,11,29
1505502,PA,PARAGOMINAS,11,29
1505536,PA,PARAUAPEBAS,11,29
1505551,PA,PAU D'ARCO,11,29
1505601,PA,PEIXE-BOI,11,29
1505635,PA,PIÇARRA,11,29
1505650,PA,PLACAS,11,29
1505700,PA,PONTA DE PEDRAS,11,29
1505809,PA,PORTEL,11,29
1505908,PA,PORTO DE MOZ,11,29
1506005,PA,PRAINHA,11,29
1506104,PA,PRIMAVERA,11,29
1506112,PA,QUATIPURU,11,29
1506138,PA,REDENÇÃO,11,29
1506161,PA,RIO MARIA,11,29
1506187,PA,RONDON DO PARÁ,11,29
1506195,PA,RURÓPOLIS,11,29
1506203,PA,SALINÓPOLIS,11,29
1506302,PA,SALVATERRA,11,29
1506351,PA,SANTA BÁRBARA DO PARÁ,11,29
1506401,PA,SANTA CRUZ DO ARARI,11,29
1506500,PA,SANTA ISABEL DO PARÁ,11,29
1506559,PA,SANTA LUZIA DO PARÁ,11,29
1506583,PA,SANTA MARIA DAS BARREIRAS,11,28
1506609,PA,SANTA MARIA DO PARÁ,11,29
1506708,PA,SANTANA DO ARAGUAIA,11,28
1506807,PA,SANTARÉM,11,29
1506906,PA,SANTARÉM NOVO,11,29
1507003,PA,SANTO ANTÔNIO DO TAUÁ,11,29
1507755,PA,SAPUCAIA,11,29
1507805,PA,SENADOR JOSÉ PORFÍRIO,11,29
1507904,PA,SOURE,11,29
1507102,PA,SÃO CAETANO DE ODIVELAS,11,29
1507151,PA,SÃO DOMINGOS DO ARAGUAIA,11,29
1507201,PA,SÃO DOMINGOS DO CAPIM,11,29
1507409,PA,SÃO FRANCISCO DO PARÁ,11,29
1507300,PA,SÃO FÉLIX DO XINGU,11,29
1507458,PA,SÃO GERALDO DO ARAGUAIA,11,29
1507466,PA,SÃO JOÃO DA PONTA,11,29
1507474,PA,SÃO JOÃO DE PIRABAS,11,29
1507508,PA,SÃO JOÃO DO ARAGUAIA,11,29
1507607,PA,SÃO MIGUEL DO GUAMÁ,11,29
1507706,PA,SÃO SEBASTIÃO DA BOA VISTA,11,29
1507953,PA,TAILÂNDIA,11,29
1507961,PA,TERRA ALTA,11,29
1507979,PA,TERRA SANTA,11,29
1508001,PA,TOMÉ-AÇU,11,29
1508035,PA,TRACUATEUA,11,29
1508050,PA,TRAIRÃO,11,29
1508084,PA,TUCUMÃ,11,29
1508100,PA,TUCURUÍ,11,29
1508126,PA,ULIANÓPOLIS,11,29
1508159,PA,URUARÁ,11,29
1508209,PA,VIGIA,11,29
1508308,PA,VISEU,11,29
1508357,PA,VITÓRIA DO XINGU,11,29
1508407,PA,XINGUARA,11,29
1500347,PA,ÁGUA AZUL DO NORTE,11,29
1505106,PA,ÓBIDOS,11,29
2500205,PB,AGUIAR,11,29
2500304,PB,ALAGOA GRANDE,11,29
2500403,PB,ALAGOA NOVA,11,29
2500502,PB,ALAGOINHA,11,29
2500536,PB,ALCANTIL,11,29
2500577,PB,ALGODÃO DE JANDAÍRA,11,29
2500601,PB,ALHANDRA,11,29
2500734,PB,AMPARO,11,29
2500775,PB,APARECIDA,11,29
2500908,PB,ARARA,11,29
2501005,PB,ARARUNA,11,29
2500809,PB,ARAÇAGI,11,29
2501104,PB,AREIA,11,29
2501153,PB,AREIA DE BARAÚNAS,11,29
2501203,PB,AREIAL,11,29
2501302,PB,AROEIRAS,11,29
2501351,PB,ASSUNÇÃO,11,29
2501500,PB,BANANEIRAS,11,29
2501534,PB,BARAÚNA,11,29
2501609,PB,BARRA DE SANTA ROSA,11,29
2501575,PB,BARRA DE SANTANA,11,29
2501708,PB,BARRA DE SÃO MIGUEL,11,29
2501807,PB,BAYEUX,11,29
2501401,PB,BAÍA DA TRAIÇÃO,11,29
2501906,PB,BELÉM,11,29
2502003,PB,BELÉM DO BREJO DO CRUZ,11,29
2502052,PB,BERNARDINO BATISTA,11,29
2502102,PB,BOA VENTURA,11,29
2502151,PB,BOA VISTA,11,29
2502201,PB,BOM JESUS,11,29
2502300,PB,BOM SUCESSO,11,29
2502409,PB,BONITO DE SANTA FÉ,11,29
2502508,PB,BOQUEIRÃO,11,29
2502706,PB,BORBOREMA,11,29
2502805,PB,BREJO DO CRUZ,11,29
2502904,PB,BREJO DOS SANTOS,11,29
2503001,PB,CAAPORÃ,11,29
2503100,PB,CABACEIRAS,11,29
2503209,PB,CABEDELO,11,29
2503308,PB,CACHOEIRA DOS ÍNDIOS,11,29
2503407,PB,CACIMBA DE AREIA,11,29
2503506,PB,CACIMBA DE DENTRO,11,29
2503555,PB,CACIMBAS,11,29
2503605,PB,CAIÇARA,11,29
2503704,PB,CAJAZEIRAS,11,29
2503753,PB,CAJAZEIRINHAS,11,29
2503803,PB,CALDAS BRANDÃO,11,29
2503902,PB,CAMALAÚ,11,29
2504009,PB,CAMPINA GRANDE,11,29
2504033,PB,CAPIM,11,29
2504074,PB,CARAÚBAS,11,29
2504108,PB,CARRAPATEIRA,11,29
2504157,PB,CASSERENGUE,11,29
2504207,PB,CATINGUEIRA,11,29
2504306,PB,CATOLÉ DO ROCHA,11,29
2504355,PB,CATURITÉ,11,29
2504405,PB,CONCEIÇÃO,11,29
2504504,PB,CONDADO,11,29
2504603,PB,CONDE,11,29
2504702,PB,CONGO,11,29
2504801,PB,COREMAS,11,29
2504850,PB,COXIXOLA,11,29
2504900,PB,CRUZ DO ESPÍRITO SANTO,11,29
2505006,PB,CUBATI,11,29
2505204,PB,CUITEGI,11,29
2505105,PB,CUITÉ,11,29
2505238,PB,CUITÉ DE MAMANGUAPE,11,29
2505279,PB,CURRAL DE CIMA,11,29
2505303,PB,CURRAL VELHO,11,29
2505352,PB,DAMIÃO,11,29
2505402,PB,DESTERRO,11,29
2505600,PB,DIAMANTE,11,29
2505709,PB,DONA INÊS,11,29
2505808,PB,DUAS ESTRADAS,11,29
2505907,PB,EMAS,11,29
2506004,PB,ESPERANÇA,11,29
2506103,PB,FAGUNDES,11,29
2506202,PB,FREI MARTINHO,11,29
2506251,PB,GADO BRAVO,11,29
2506301,PB,GUARABIRA,11,29
2506400,PB,GURINHÉM,11,29
2506509,PB,GURJÃO,11,29
2506608,PB,IBIARA,11,29
2502607,PB,IGARACY,11,29
2506707,PB,IMACULADA,11,29
2506806,PB,INGÁ,11,29
2506905,PB,ITABAIANA,11,29
2507002,PB,ITAPORANGA,11,29
2507101,PB,ITAPOROROCA,11,29
2507200,PB,ITATUBA,11,29
2507309,PB,JACARAÚ,11,29
2507408,PB,JERICÓ,11,29
2513653,PB,JOCA CLAUDINO,11,29
2507507,PB,JOÃO PESSOA,11,29
2507606,PB,JUAREZ TÁVORA,11,29
2507705,PB,JUAZEIRINHO,11,29
2507804,PB,JUNCO DO SERIDÓ,11,29
2507903,PB,JURIPIRANGA,11,29
2508000,PB,JURU,11,29
2508109,PB,LAGOA,11,29
2508208,PB,LAGOA DE DENTRO,11,29
2508307,PB,LAGOA SECA,11,29
2508406,PB,LASTRO,11,29
2508505,PB,LIVRAMENTO,11,29
2508554,PB,LOGRADOURO,11,29
2508604,PB,LUCENA,11,29
2508802,PB,MALTA,11,29
2508901,PB,MAMANGUAPE,11,29
2509008,PB,MANAÍRA,11,29
2509057,PB,MARCAÇÃO,11,29
2509107,PB,MARI,11,29
2509156,PB,MARIZÓPOLIS,11,29
2509206,PB,MASSARANDUBA,11,29
2509305,PB,MATARACA,11,29
2509339,PB,MATINHAS,11,29
2509370,PB,MATO GROSSO,11,29
2509396,PB,MATURÉIA,11,29
2509404,PB,MOGEIRO,11,29
2509503,PB,MONTADAS,11,29
2509602,PB,MONTE HOREBE,11,29
2509701,PB,MONTEIRO,11,29
2509800,PB,MULUNGU,11,29
2508703,PB,MÃE D'ÁGUA,11,29
2509909,PB,NATUBA,11,29
2510006,PB,NAZAREZINHO,11,29
2510105,PB,NOVA FLORESTA,11,29
2510204,PB,NOVA OLINDA,11,29
2510303,PB,NOVA PALMEIRA,11,29
2510402,PB,OLHO D'ÁGUA,11,29
2510501,PB,OLIVEDOS,11,29
2510600,PB,OURO VELHO,11,29
2510659,PB,PARARI,11,29
2510709,PB,PASSAGEM,11,29
2510808,PB,PATOS,11,29
2510907,PB,PAULISTA,11,29
2511004,PB,PEDRA BRANCA,11,29
2511103,PB,PEDRA LAVRADA,11,29
2511202,PB,PEDRAS DE FOGO,11,29
2512721,PB,PEDRO RÉGIS,11,29
2511301,PB,PIANCÓ,11,29
2511400,PB,PICUÍ,11,29
2511509,PB,PILAR,11,29
2511608,PB,PILÕES,11,29
2511707,PB,PILÕEZINHOS,11,29
2511806,PB,PIRPIRITUBA,11,29
2511905,PB,PITIMBU,11,29
2512002,PB,POCINHOS,11,29
2512101,PB,POMBAL,11,29
2512036,PB,POÇO DANTAS,11,29
2512077,PB,POÇO DE JOSÉ DE MOURA,11,29
2512200,PB,PRATA,11,29
2512309,PB,PRINCESA ISABEL,11,29
2512408,PB,PUXINANÃ,11,29
2512507,PB,QUEIMADAS,11,29
2512606,PB,QUIXABÁ,11,29
2512705,PB,REMÍGIO,11,29
2512788,PB,RIACHO DE SANTO ANTÔNIO,11,29
2512804,PB,RIACHO DOS CAVALOS,11,29
2512747,PB,RIACHÃO,11,29
2512754,PB,RIACHÃO DO BACAMARTE,11,29
2512762,PB,RIACHÃO DO POÇO,11,29
2512903,PB,RIO TINTO,11,29
2513000,PB,SALGADINHO,11,29
2513109,PB,SALGADO DE SÃO FÉLIX,11,29
2513158,PB,SANTA CECÍLIA,11,29
2513208,PB,SANTA CRUZ,11,29
2513307,PB,SANTA HELENA,11,29
2513356,PB,SANTA INÊS,11,29
2513406,PB,SANTA LUZIA,11,29
2513703,PB,SANTA RITA,11,29
2513802,PB,SANTA TERESINHA,11,29
2513505,PB,SANTANA DE MANGUEIRA,11,29
2513604,PB,SANTANA DOS GARROTES,11,29
2513851,PB,SANTO ANDRÉ,11,29
2515302,PB,SAPÉ,11,29
2515401,PB,SERIDÓ,11,29
2515500,PB,SERRA BRANCA,11,29
2515609,PB,SERRA DA RAIZ,11,29
2515708,PB,SERRA GRANDE,11,29
2515807,PB,SERRA REDONDA,11,29
2515906,PB,SERRARIA,11,29
2515930,PB,SERTÃOZINHO,11,29
2515971,PB,SOBRADO,11,29
2516102,PB,SOLEDADE,11,29
2516003,PB,SOLÂNEA,11,29
2516151,PB,SOSSÊGO,11,29
2516201,PB,SOUSA,11,29
2516300,PB,SUMÉ,11,29
2513927,PB,SÃO BENTINHO,11,29
2513901,PB,SÃO BENTO,11,29
2513968,PB,SÃO DOMINGOS,11,29
2513943,PB,SÃO DOMINGOS DO CARIRI,11,29
2513984,PB,SÃO FRANCISCO,11,29
2514206,PB,SÃO JOSÉ DA LAGOA TAPADA,11,29
2514305,PB,SÃO JOSÉ DE CAIANA,11,29
2514404,PB,SÃO JOSÉ DE ESPINHARAS,11,29
2514503,PB,SÃO JOSÉ DE PIRANHAS,11,29
2514552,PB,SÃO JOSÉ DE PRINCESA,11,29
2514602,PB,SÃO JOSÉ DO BONFIM,11,29
2514651,PB,SÃO JOSÉ DO BREJO DO CRUZ,11,29
2514701,PB,SÃO JOSÉ DO SABUGI,11,29
2514800,PB,SÃO JOSÉ DOS CORDEIROS,11,29
2514453,PB,SÃO JOSÉ DOS RAMOS,11,29
2514008,PB,SÃO JOÃO DO CARIRI,11,29
2500700,PB,SÃO JOÃO DO RIO DO PEIXE,11,29
2514107,PB,SÃO JOÃO DO TIGRE,11,29
2514909,PB,SÃO MAMEDE,11,29
2515005,PB,SÃO MIGUEL DE TAIPU,11,29
2515104,PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,11,29
2515203,PB,SÃO SEBASTIÃO DO UMBUZEIRO,11,29
2516409,PB,TACIMA,11,29
2516508,PB,TAPEROÁ,11,29
2516607,PB,TAVARES,11,29
2516706,PB,TEIXEIRA,11,29
2516755,PB,TENÓRIO,11,29
2516805,PB,TRIUNFO,11,29
2516904,PB,UIRAÚNA,11,29
2517001,PB,UMBUZEIRO,11,29
2517209,PB,VIEIRÓPOLIS,11,29
2505501,PB,VISTA SERRANA,11,29
2517100,PB,VÁRZEA,11,29
2517407,PB,ZABELÊ,11,29
2500106,PB,ÁGUA BRANCA,11,29
2600054,PE,ABREU E LIMA,11,29
2600104,PE,AFOGADOS DA INGAZEIRA,11,29
2600203,PE,AFRÂNIO,11,28
2600302,PE,AGRESTINA,11,29
2600609,PE,ALAGOINHA,11,29
2600708,PE,ALIANÇA,11,29
2600807,PE,ALTINHO,11,29
2600906,PE,AMARAJI,11,29
2601003,PE,ANGELIM,11,28
2601102,PE,ARARIPINA,11,29
2601052,PE,ARAÇOIABA,11,29
2601201,PE,ARCOVERDE,11,29
2601300,PE,BARRA DE GUABIRABA,11,29
2601409,PE,BARREIROS,11,28
2601706,PE,BELO JARDIM,11,29
2601508,PE,BELÉM DE MARIA,11,29
2601607,PE,BELÉM DO SÃO FRANCISCO,11,28
2601805,PE,BETÂNIA,11,29
2601904,PE,BEZERROS,11,29
2602001,PE,BODOCÓ,11,29
2602100,PE,BOM CONSELHO,11,28
2602209,PE,BOM JARDIM,11,29
2602308,PE,BONITO,11,29
2602506,PE,BREJINHO,11,29
2602605,PE,BREJO DA MADRE DE DEUS,11,29
2602407,PE,BREJÃO,11,28
2602704,PE,BUENOS AIRES,11,29
2602803,PE,BUÍQUE,11,29
2602902,PE,CABO DE SANTO AGOSTINHO,11,29
2603009,PE,CABROBÓ,11,29
2603108,PE,CACHOEIRINHA,11,29
2603207,PE,CAETÉS,11,28
2603405,PE,CALUMBI,11,29
2603306,PE,CALÇADO,11,28
2603454,PE,CAMARAGIBE,11,29
2603504,PE,CAMOCIM DE SÃO FÉLIX,11,29
2603603,PE,CAMUTANGA,11,29
2603702,PE,CANHOTINHO,11,28
2603801,PE,CAPOEIRAS,11,28
2603926,PE,CARNAUBEIRA DA PENHA,11,29
2603900,PE,CARNAÍBA,11,29
2604007,PE,CARPINA,11,29
2604106,PE,CARUARU,11,29
2604155,PE,CASINHAS,11,29
2604205,PE,CATENDE,11,28
2604304,PE,CEDRO,11,29
2604403,PE,CHÃ DE ALEGRIA,11,29
2604502,PE,CHÃ GRANDE,11,29
2604601,PE,CONDADO,11,29
2604700,PE,CORRENTES,11,28
2604809,PE,CORTÊS,11,29
2604908,PE,CUMARU,11,29
2605004,PE,CUPIRA,11,29
2605103,PE,CUSTÓDIA,11,29
2605152,PE,DORMENTES,11,29
2605202,PE,ESCADA,11,29
2605301,PE,EXU,11,29
2605400,PE,FEIRA NOVA,11,29
2605459,PE,FERNANDO DE NORONHA,11,29
2605509,PE,FERREIROS,11,29
2605608,PE,FLORES,11,29
2605707,PE,FLORESTA,11,29
2605806,PE,FREI MIGUELINHO,11,29
2605905,PE,GAMELEIRA,11,29
2606002,PE,GARANHUNS,11,28
2606101,PE,GLÓRIA DO GOITÁ,11,29
2606200,PE,GOIANA,11,29
2606309,PE,GRANITO,11,29
2606408,PE,GRAVATÁ,11,29
2606507,PE,IATI,11,28
2606606,PE,IBIMIRIM,11,29
2606705,PE,IBIRAJUBA,11,29
2606804,PE,IGARASSU,11,29
2606903,PE,IGUARACI,11,29
2607604,PE,ILHA DE ITAMARACÁ,11,29
2607000,PE,INAJÁ,11,28
2607109,PE,INGAZEIRA,11,29
2607208,PE,IPOJUCA,11,29
2607307,PE,IPUBI,11,29
2607406,PE,ITACURUBA,11,28
2607653,PE,ITAMBÉ,11,29
2607703,PE,ITAPETIM,11,29
2607752,PE,ITAPISSUMA,11,29
2607802,PE,ITAQUITINGA,11,29
2607505,PE,ITAÍBA,11,28
2607901,PE,JABOATÃO DOS GUARARAPES,11,29
2607950,PE,JAQUEIRA,11,28
2608008,PE,JATAÚBA,11,29
2608057,PE,JATOBÁ,11,28
